2026-09-19 11:00:54 [INFO] Logging to outputs\pendulum\20260919_110050\train.log
2026-09-19 11:02:48 [INFO] [epoch   0] train=7.5839 val_pred=0.0000 latent_std=0.974 cos(h1)=0.971
2026-09-19 11:04:32 [INFO] [epoch   1] train=1.6346 val_pred=0.0002 latent_std=1.070 cos(h1)=0.951
2026-09-19 11:06:15 [INFO] [epoch   2] train=1.5216 val_pred=0.0007 latent_std=1.048 cos(h1)=0.966
2026-09-19 11:07:55 [INFO] [epoch   3] train=1.5817 val_pred=0.0015 latent_std=1.159 cos(h1)=0.965
2026-09-19 11:09:41 [INFO] [epoch   4] train=1.5510 val_pred=0.0025 latent_std=1.065 cos(h1)=0.974
2026-09-19 11:11:17 [INFO] [epoch   5] train=1.3726 val_pred=0.0037 latent_std=1.007 cos(h1)=0.979
2026-09-19 11:12:55 [INFO] [epoch   6] train=0.7217 val_pred=0.0039 latent_std=1.062 cos(h1)=0.980
2026-09-19 11:14:30 [INFO] [epoch   7] train=0.5967 val_pred=0.0044 latent_std=1.114 cos(h1)=0.980
2026-09-19 11:16:03 [INFO] [epoch   8] train=0.5800 val_pred=0.0044 latent_std=1.090 cos(h1)=0.977
2026-09-19 11:17:39 [INFO] [epoch   9] train=0.7122 val_pred=0.0041 latent_std=1.161 cos(h1)=0.982
2026-09-19 11:19:17 [INFO] [epoch  10] train=0.7043 val_pred=0.0049 latent_std=1.205 cos(h1)=0.980
2026-09-19 11:20:46 [INFO] [epoch  11] train=0.6835 val_pred=0.0044 latent_std=1.083 cos(h1)=0.981
2026-09-19 11:22:26 [INFO] [epoch  12] train=0.6126 val_pred=0.0045 latent_std=1.044 cos(h1)=0.980
2026-09-19 11:24:02 [INFO] [epoch  13] train=0.6830 val_pred=0.0043 latent_std=1.089 cos(h1)=0.980
2026-09-19 11:25:28 [INFO] [epoch  14] train=0.6176 val_pred=0.0061 latent_std=1.112 cos(h1)=0.979
2026-09-19 11:27:02 [INFO] [epoch  15] train=0.6415 val_pred=0.0063 latent_std=1.170 cos(h1)=0.980
2026-09-19 11:28:38 [INFO] [epoch  16] train=0.6157 val_pred=0.0042 latent_std=1.212 cos(h1)=0.982
2026-09-19 11:30:14 [INFO] [epoch  17] train=0.6322 val_pred=0.0043 latent_std=1.067 cos(h1)=0.980
2026-09-19 11:31:49 [INFO] [epoch  18] train=0.5930 val_pred=0.0040 latent_std=1.136 cos(h1)=0.982
2026-09-19 11:33:23 [INFO] [epoch  19] train=0.6422 val_pred=0.0051 latent_std=1.152 cos(h1)=0.981
2026-09-19 11:35:00 [INFO] [epoch  20] train=0.6697 val_pred=0.0043 latent_std=1.126 cos(h1)=0.982
2026-09-19 11:36:37 [INFO] [epoch  21] train=0.5748 val_pred=0.0041 latent_std=1.108 cos(h1)=0.982
2026-09-19 11:37:58 [INFO] [epoch  22] train=0.5785 val_pred=0.0042 latent_std=1.093 cos(h1)=0.982
2026-09-19 11:39:30 [INFO] [epoch  23] train=0.5444 val_pred=0.0043 latent_std=1.069 cos(h1)=0.982
2026-09-19 11:41:02 [INFO] [epoch  24] train=0.5251 val_pred=0.0039 latent_std=1.084 cos(h1)=0.982
2026-09-19 11:42:31 [INFO] [epoch  25] train=0.5837 val_pred=0.0040 latent_std=1.139 cos(h1)=0.982
2026-09-19 11:44:12 [INFO] [epoch  26] train=0.4987 val_pred=0.0040 latent_std=1.108 cos(h1)=0.982
2026-09-19 11:45:47 [INFO] [epoch  27] train=0.5082 val_pred=0.0041 latent_std=1.175 cos(h1)=0.982
2026-09-19 11:47:23 [INFO] [epoch  28] train=0.6110 val_pred=0.0047 latent_std=1.109 cos(h1)=0.980
2026-09-19 11:48:55 [INFO] [epoch  29] train=0.5408 val_pred=0.0054 latent_std=1.203 cos(h1)=0.980
2026-09-19 11:50:33 [INFO] [epoch  30] train=0.4061 val_pred=0.0066 latent_std=1.066 cos(h1)=0.980
2026-09-19 11:52:11 [INFO] [epoch  31] train=0.0621 val_pred=0.0042 latent_std=1.167 cos(h1)=0.982
2026-09-19 11:53:46 [INFO] [epoch  32] train=0.0301 val_pred=0.0043 latent_std=1.225 cos(h1)=0.983
2026-09-19 11:55:21 [INFO] [epoch  33] train=0.0401 val_pred=0.0041 latent_std=1.255 cos(h1)=0.983
2026-09-19 11:57:00 [INFO] [epoch  34] train=0.0324 val_pred=0.0040 latent_std=1.310 cos(h1)=0.983
2026-09-19 11:58:38 [INFO] [epoch  35] train=0.0412 val_pred=0.0039 latent_std=1.327 cos(h1)=0.983
2026-09-19 11:59:54 [INFO] [epoch  36] train=0.0233 val_pred=0.0039 latent_std=1.140 cos(h1)=0.983
2026-09-19 12:01:32 [INFO] [epoch  37] train=0.0382 val_pred=0.0041 latent_std=1.464 cos(h1)=0.983
2026-09-19 12:03:11 [INFO] [epoch  38] train=0.0628 val_pred=0.0045 latent_std=1.676 cos(h1)=0.980
2026-09-19 12:04:47 [INFO] [epoch  39] train=0.0520 val_pred=0.0040 latent_std=1.148 cos(h1)=0.983
2026-09-19 12:06:21 [INFO] [epoch  40] train=0.0281 val_pred=0.0041 latent_std=1.260 cos(h1)=0.983
2026-09-19 12:07:57 [INFO] [epoch  41] train=0.0324 val_pred=0.0040 latent_std=1.343 cos(h1)=0.983
2026-09-19 12:09:38 [INFO] [epoch  42] train=0.0520 val_pred=0.0040 latent_std=1.669 cos(h1)=0.982
2026-09-19 12:11:18 [INFO] [epoch  43] train=0.0568 val_pred=0.0040 latent_std=1.227 cos(h1)=0.983
2026-09-19 12:12:52 [INFO] [epoch  44] train=0.0326 val_pred=0.0043 latent_std=1.241 cos(h1)=0.984
2026-09-19 12:14:32 [INFO] [epoch  45] train=0.0467 val_pred=0.0041 latent_std=1.492 cos(h1)=0.983
2026-09-19 12:16:08 [INFO] [epoch  46] train=0.0306 val_pred=0.0041 latent_std=1.497 cos(h1)=0.983
2026-09-19 12:17:45 [INFO] [epoch  47] train=0.0485 val_pred=0.0039 latent_std=1.329 cos(h1)=0.983
2026-09-19 12:19:23 [INFO] [epoch  48] train=0.0255 val_pred=0.0038 latent_std=1.196 cos(h1)=0.984
2026-09-19 12:21:06 [INFO] [epoch  49] train=0.0223 val_pred=0.0039 latent_std=1.385 cos(h1)=0.984
2026-09-19 12:22:39 [INFO] [epoch  50] train=0.0273 val_pred=0.0041 latent_std=1.432 cos(h1)=0.984
2026-09-19 12:24:15 [INFO] [epoch  51] train=0.0479 val_pred=0.0043 latent_std=1.467 cos(h1)=0.982
2026-09-19 12:25:52 [INFO] [epoch  52] train=0.0373 val_pred=0.0039 latent_std=1.420 cos(h1)=0.984
2026-09-19 12:27:31 [INFO] [epoch  53] train=0.0256 val_pred=0.0039 latent_std=1.185 cos(h1)=0.984
2026-09-19 12:29:05 [INFO] [epoch  54] train=0.0302 val_pred=0.0038 latent_std=1.360 cos(h1)=0.984
2026-09-19 12:30:42 [INFO] [epoch  55] train=0.0320 val_pred=0.0038 latent_std=1.462 cos(h1)=0.984
2026-09-19 12:32:21 [INFO] [epoch  56] train=0.0341 val_pred=0.0045 latent_std=1.446 cos(h1)=0.983
2026-09-19 12:34:00 [INFO] [epoch  57] train=0.0351 val_pred=0.0039 latent_std=1.487 cos(h1)=0.984
2026-09-19 12:35:35 [INFO] [epoch  58] train=0.0302 val_pred=0.0042 latent_std=1.390 cos(h1)=0.983
2026-09-19 12:37:08 [INFO] [epoch  59] train=0.0372 val_pred=0.0038 latent_std=1.239 cos(h1)=0.984
2026-09-19 12:38:49 [INFO] [epoch  60] train=0.0341 val_pred=0.0039 latent_std=1.323 cos(h1)=0.984
2026-09-19 12:40:26 [INFO] [epoch  61] train=0.0375 val_pred=0.0043 latent_std=1.324 cos(h1)=0.982
2026-09-19 12:42:06 [INFO] [epoch  62] train=0.0385 val_pred=0.0039 latent_std=1.293 cos(h1)=0.983
2026-09-19 12:43:44 [INFO] [epoch  63] train=0.0410 val_pred=0.0039 latent_std=1.365 cos(h1)=0.984
2026-09-19 12:45:17 [INFO] [epoch  64] train=0.0428 val_pred=0.0038 latent_std=1.371 cos(h1)=0.984
2026-09-19 12:46:59 [INFO] [epoch  65] train=0.0226 val_pred=0.0042 latent_std=1.216 cos(h1)=0.984
2026-09-19 12:48:34 [INFO] [epoch  66] train=0.0268 val_pred=0.0038 latent_std=1.267 cos(h1)=0.984
2026-09-19 12:50:12 [INFO] [epoch  67] train=0.0371 val_pred=0.0043 latent_std=1.297 cos(h1)=0.982
2026-09-19 12:51:49 [INFO] [epoch  68] train=0.0338 val_pred=0.0038 latent_std=1.427 cos(h1)=0.984
2026-09-19 12:53:25 [INFO] [epoch  69] train=0.0476 val_pred=0.0038 latent_std=1.357 cos(h1)=0.984
